Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,11:25,85085,11,25
티웨이항공,11:45,82543,11,45
제주항공,12:15,78645,12,15
제주항공,12:40,69153,12,40
티웨이항공,12:50,70170,12,50
이스타항공,12:55,73390,12,55
대한항공,13:10,155085,13,10
이스타항공,13:15,68136,13,15
제주항공,13:15,82543,13,15
티웨이항공,13:20,59492,13,20
대한항공,13:20,155085,13,20
제주항공,13:30,60509,13,30
대한항공,13:50,155085,13,50
아시아나항공,14:05,127289,14,5
아시아나항공,14:25,127289,14,25
티웨이항공,14:35,52034,14,35
이스타항공,14:35,53051,14,35
제주항공,14:40,52034,14,40
에어부산,14:55,47797,14,55
티웨이항공,14:55,47797,14,55
아시아나항공,14:55,172712,14,55
아시아나항공,15:05,124068,15,5
티웨이항공,15:15,47797,15,15
아시아나항공,15:15,124068,15,15
대한항공,15:20,155085,15,20
제주항공,15:25,47797,15,25
이스타항공,15:40,48814,15,40
제주항공,15:45,43560,15,45
아시아나항공,15:45,124068,15,45
이스타항공,15:55,48814,15,55
아시아나항공,15:55,124068,15,55
대한항공,16:00,155085,16,0
제주항공,16:05,43560,16,5
이스타항공,16:35,48814,16,35
대한항공,16:40,155085,16,40
제주항공,16:55,43560,16,55
티웨이항공,17:25,38136,17,25
아시아나항공,17:50,95085,17,50
에어부산,18:10,33390,18,10
이스타항공,18:10,34916,18,10
티웨이항공,18:10,36102,18,10
제주항공,18:15,39153,18,15
대한항공,18:20,155085,18,20
티웨이항공,18:25,33899,18,25
아시아나항공,18:25,124068,18,25
이스타항공,18:35,34916,18,35
아시아나항공,18:45,124068,18,45
티웨이항공,18:50,36102,18,50
대한항공,18:50,155085,18,50
아시아나항공,18:55,95085,18,55
제주항공,19:05,34916,19,5
대한항공,19:10,155085,19,10
아시아나항공,19:20,124068,19,20
이스타항공,19:25,34916,19,25
제주항공,19:35,31865,19,35
이스타항공,19:45,31865,19,45
대한항공,20:00,155085,20,0
대한항공,20:30,155085,20,30
제주항공,20:35,34916,20,35
아시아나항공,20:50,124068,20,50
아시아나항공,21:20,124068,21,20
